Country_Region,Date,Tests,Confirmed
Rutgers,2020-06-03,767.0,3.0
Michigan,2020-06-03,1901.0,130.0
Northwestern,2020-06-03,,22.0
Rutgers,2020-06-04,767.0,3.0
Northwestern,2020-06-04,,22.0
Michigan,2020-06-04,1901.0,130.0
Northwestern,2020-06-05,,22.0
Rutgers,2020-06-05,767.0,3.0
Michigan,2020-06-05,1901.0,130.0
Rutgers,2020-06-06,767.0,3.0
Michigan,2020-06-06,1901.0,130.0
Northwestern,2020-06-06,,22.0
Northwestern,2020-06-07,,22.0
Rutgers,2020-06-07,1388.0,6.0
Michigan,2020-06-07,2243.0,135.0
Michigan,2020-06-08,2243.0,135.0
Rutgers,2020-06-08,1388.0,6.0
Northwestern,2020-06-08,,22.0
Northwestern,2020-06-09,,22.0
Michigan,2020-06-09,2243.0,135.0
Rutgers,2020-06-09,1388.0,6.0
Michigan,2020-06-10,2243.0,135.0
Northwestern,2020-06-10,,22.0
Rutgers,2020-06-10,1388.0,6.0
Northwestern,2020-06-11,,22.0
Rutgers,2020-06-11,1388.0,6.0
Michigan,2020-06-11,2243.0,135.0
Rutgers,2020-06-12,1388.0,6.0
Michigan,2020-06-12,2243.0,135.0
Northwestern,2020-06-12,,26.0
Michigan,2020-06-13,2243.0,135.0
Northwestern,2020-06-13,,26.0
Rutgers,2020-06-13,1388.0,6.0
Northwestern,2020-06-14,,26.0
Michigan,2020-06-14,2679.0,156.0
Rutgers,2020-06-14,3820.0,22.0
Northwestern,2020-06-15,,26.0
Michigan,2020-06-15,2679.0,156.0
Rutgers,2020-06-15,3820.0,22.0
Rutgers,2020-06-16,3820.0,22.0
Northwestern,2020-06-16,,26.0
Michigan,2020-06-16,2679.0,156.0
Michigan,2020-06-17,2679.0,156.0
Rutgers,2020-06-17,3820.0,22.0
Northwestern,2020-06-17,,26.0
Michigan,2020-06-18,2679.0,156.0
Northwestern,2020-06-18,,26.0
Rutgers,2020-06-18,3820.0,22.0
Northwestern,2020-06-19,,28.0
Rutgers,2020-06-19,3820.0,22.0
Michigan,2020-06-19,2679.0,156.0
Rutgers,2020-06-20,3820.0,22.0
Michigan,2020-06-20,2679.0,156.0
Northwestern,2020-06-20,,28.0
Northwestern,2020-06-21,,28.0
Rutgers,2020-06-21,5934.0,29.0
Michigan,2020-06-21,3031.0,166.0
Michigan,2020-06-22,3031.0,166.0
Northwestern,2020-06-22,,28.0
Rutgers,2020-06-22,5934.0,29.0
Northwestern,2020-06-23,,28.0
Rutgers,2020-06-23,5934.0,29.0
Michigan,2020-06-23,3031.0,166.0
Michigan,2020-06-24,3031.0,166.0
Rutgers,2020-06-24,5934.0,29.0
Northwestern,2020-06-24,,28.0
Rutgers,2020-06-25,5934.0,29.0
Northwestern,2020-06-25,,28.0
Michigan,2020-06-25,3031.0,166.0
Northwestern,2020-06-26,,30.0
Michigan,2020-06-26,3031.0,166.0
Rutgers,2020-06-26,5934.0,29.0
Northwestern,2020-06-27,,30.0
Rutgers,2020-06-27,5934.0,29.0
Michigan,2020-06-27,3031.0,166.0
Michigan,2020-06-28,3432.0,176.0
Northwestern,2020-06-28,,30.0
Rutgers,2020-06-28,6871.0,35.0
Rutgers,2020-06-29,6871.0,35.0
Northwestern,2020-06-29,,30.0
Michigan,2020-06-29,3432.0,176.0
Northwestern,2020-06-30,,30.0
Rutgers,2020-06-30,6871.0,35.0
Michigan,2020-06-30,3432.0,176.0
Rutgers,2020-07-01,6871.0,35.0
Northwestern,2020-07-01,,30.0
Michigan,2020-07-01,3432.0,176.0
Rutgers,2020-07-02,6871.0,35.0
Northwestern,2020-07-02,,30.0
Michigan,2020-07-02,3432.0,176.0
Michigan,2020-07-03,3432.0,176.0
Rutgers,2020-07-03,6871.0,35.0
Northwestern,2020-07-03,,32.0
Northwestern,2020-07-04,,32.0
Michigan,2020-07-04,3432.0,176.0
Rutgers,2020-07-04,6871.0,35.0
Rutgers,2020-07-05,7558.0,36.0
Northwestern,2020-07-05,,32.0
Michigan,2020-07-05,4010.0,189.0
Rutgers,2020-07-06,7558.0,36.0
Northwestern,2020-07-06,,32.0
Illinois,2020-07-06,99.0,0.0
Michigan,2020-07-06,4010.0,189.0
Michigan,2020-07-07,4010.0,189.0
Northwestern,2020-07-07,,32.0
Illinois,2020-07-07,335.0,0.0
Rutgers,2020-07-07,7558.0,36.0
Illinois,2020-07-08,933.0,2.0
Rutgers,2020-07-08,7558.0,36.0
Michigan,2020-07-08,4010.0,189.0
Northwestern,2020-07-08,,32.0
Illinois,2020-07-09,1652.0,3.0
Rutgers,2020-07-09,7558.0,36.0
Northwestern,2020-07-09,,32.0
Michigan,2020-07-09,4010.0,189.0
Northwestern,2020-07-10,,36.0
Michigan,2020-07-10,4010.0,189.0
Rutgers,2020-07-10,7558.0,36.0
Illinois,2020-07-10,2382.0,8.0
Michigan,2020-07-11,4010.0,189.0
Illinois,2020-07-11,2382.0,8.0
Northwestern,2020-07-11,,36.0
Rutgers,2020-07-11,7558.0,36.0
Northwestern,2020-07-12,,36.0
Michigan,2020-07-12,4536.0,205.0
Illinois,2020-07-12,2382.0,8.0
Rutgers,2020-07-12,8197.0,38.0
Northwestern,2020-07-13,,36.0
Michigan,2020-07-13,4536.0,205.0
Illinois,2020-07-13,3051.0,10.0
Rutgers,2020-07-13,8197.0,38.0
Michigan,2020-07-14,4536.0,205.0
Illinois,2020-07-14,3679.0,12.0
Northwestern,2020-07-14,,36.0
Rutgers,2020-07-14,8197.0,38.0
Illinois,2020-07-15,4217.0,18.0
Michigan,2020-07-15,4536.0,205.0
Northwestern,2020-07-15,,36.0
Rutgers,2020-07-15,8197.0,38.0
Northwestern,2020-07-16,,36.0
Michigan,2020-07-16,4536.0,205.0
Rutgers,2020-07-16,8197.0,38.0
Illinois,2020-07-16,4834.0,25.0
Illinois,2020-07-17,5559.0,28.0
Northwestern,2020-07-17,,41.0
Rutgers,2020-07-17,8197.0,38.0
Michigan,2020-07-17,4536.0,205.0
Michigan,2020-07-18,4536.0,205.0
Rutgers,2020-07-18,8197.0,38.0
Illinois,2020-07-18,5559.0,28.0
Northwestern,2020-07-18,,41.0
Michigan,2020-07-19,4990.0,226.0
Northwestern,2020-07-19,,41.0
Rutgers,2020-07-19,8670.0,47.0
Illinois,2020-07-19,5559.0,28.0
Illinois,2020-07-20,6399.0,31.0
Northwestern,2020-07-20,,41.0
Michigan,2020-07-20,4990.0,226.0
Rutgers,2020-07-20,8670.0,47.0
Northwestern,2020-07-21,,41.0
Michigan,2020-07-21,4990.0,226.0
Illinois,2020-07-21,6906.0,34.0
Rutgers,2020-07-21,8670.0,47.0
Michigan,2020-07-22,4990.0,226.0
Illinois,2020-07-22,7538.0,37.0
Northwestern,2020-07-22,,41.0
Rutgers,2020-07-22,8670.0,47.0
Rutgers,2020-07-23,8670.0,47.0
Northwestern,2020-07-23,,41.0
Illinois,2020-07-23,8290.0,43.0
Michigan,2020-07-23,4990.0,226.0
Rutgers,2020-07-24,8670.0,47.0
Michigan,2020-07-24,4990.0,226.0
Illinois,2020-07-24,9128.0,46.0
Northwestern,2020-07-24,,42.0
Northwestern,2020-07-25,,42.0
Illinois,2020-07-25,9128.0,46.0
Michigan,2020-07-25,4990.0,226.0
Rutgers,2020-07-25,8670.0,47.0
Michigan,2020-07-26,5660.0,248.0
Illinois,2020-07-26,9128.0,46.0
Northwestern,2020-07-26,,42.0
Rutgers,2020-07-26,9776.0,81.0
Rutgers,2020-07-27,9776.0,81.0
Illinois,2020-07-27,9963.0,50.0
Northwestern,2020-07-27,,42.0
Michigan,2020-07-27,5660.0,248.0
Northwestern,2020-07-28,,42.0
Michigan,2020-07-28,5660.0,248.0
Illinois,2020-07-28,10704.0,52.0
Rutgers,2020-07-28,9776.0,81.0
Illinois,2020-07-29,11449.0,52.0
Rutgers,2020-07-29,9776.0,81.0
Michigan,2020-07-29,5660.0,248.0
Northwestern,2020-07-29,,42.0
Rutgers,2020-07-30,9776.0,81.0
Michigan,2020-07-30,5660.0,248.0
Illinois,2020-07-30,12185.0,56.0
Northwestern,2020-07-30,,42.0
Rutgers,2020-07-31,9776.0,81.0
Michigan,2020-07-31,5660.0,248.0
Northwestern,2020-07-31,,49.0
Illinois,2020-07-31,13243.0,57.0
Northwestern,2020-08-01,,49.0
Rutgers,2020-08-01,9776.0,81.0
Purdue,2020-08-01,2.0,0.0
Michigan,2020-08-01,5660.0,248.0
Illinois,2020-08-01,13243.0,57.0
Illinois,2020-08-02,13243.0,57.0
Michigan State,2020-08-02,177.0,18.0
Purdue,2020-08-02,18.0,0.0
Michigan,2020-08-02,6536.0,264.0
Rutgers,2020-08-02,10895.0,86.0
Northwestern,2020-08-02,,49.0
Michigan,2020-08-03,6536.0,264.0
Purdue,2020-08-03,45.0,0.0
Northwestern,2020-08-03,,49.0
Illinois,2020-08-03,15139.0,58.0
Michigan State,2020-08-03,274.0,28.0
Rutgers,2020-08-03,10895.0,86.0
Michigan State,2020-08-04,274.0,28.0
Illinois,2020-08-04,16898.0,61.0
Michigan,2020-08-04,6536.0,264.0
Northwestern,2020-08-04,,49.0
Rutgers,2020-08-04,10895.0,86.0
Purdue,2020-08-04,340.0,2.0
Northwestern,2020-08-05,,49.0
Michigan,2020-08-05,6536.0,264.0
Purdue,2020-08-05,395.0,3.0
Rutgers,2020-08-05,10895.0,86.0
Illinois,2020-08-05,18303.0,66.0
Michigan State,2020-08-05,274.0,28.0
Michigan,2020-08-06,6536.0,264.0
Purdue,2020-08-06,439.0,4.0
Northwestern,2020-08-06,,49.0
Illinois,2020-08-06,20126.0,71.0
Michigan State,2020-08-06,274.0,28.0
Rutgers,2020-08-06,10895.0,86.0
Purdue,2020-08-07,510.0,4.0
Northwestern,2020-08-07,,50.0
Michigan State,2020-08-07,274.0,28.0
Illinois,2020-08-07,22635.0,77.0
UW-Madison,2020-08-07,40.0,1.0
Michigan,2020-08-07,6536.0,264.0
Rutgers,2020-08-07,10895.0,86.0
Northwestern,2020-08-08,,50.0
Michigan State,2020-08-08,274.0,28.0
Illinois,2020-08-08,22635.0,77.0
UW-Madison,2020-08-08,72.0,2.0
Purdue,2020-08-08,552.0,4.0
Michigan,2020-08-08,6536.0,264.0
Rutgers,2020-08-08,10895.0,86.0
Michigan,2020-08-09,7426.0,274.0
Rutgers,2020-08-09,13032.0,88.0
Michigan State,2020-08-09,274.0,28.0
Illinois,2020-08-09,22635.0,77.0
Purdue,2020-08-09,592.0,4.0
Indiana,2020-08-09,79.0,4.0
UW-Madison,2020-08-09,74.0,2.0
Northwestern,2020-08-09,,50.0
Michigan State,2020-08-10,440.0,44.0
Michigan,2020-08-10,7426.0,274.0
Indiana,2020-08-10,179.0,14.0
Illinois,2020-08-10,26745.0,79.0
Purdue,2020-08-10,674.0,5.0
UW-Madison,2020-08-10,74.0,2.0
Rutgers,2020-08-10,13032.0,88.0
Northwestern,2020-08-10,,50.0
Rutgers,2020-08-11,13032.0,88.0
Michigan State,2020-08-11,440.0,44.0
Purdue,2020-08-11,854.0,6.0
Northwestern,2020-08-11,,50.0
Michigan,2020-08-11,7426.0,274.0
Indiana,2020-08-11,179.0,14.0
Illinois,2020-08-11,30355.0,83.0
UW-Madison,2020-08-11,149.0,2.0
Michigan,2020-08-12,7426.0,274.0
Michigan State,2020-08-12,440.0,44.0
Indiana,2020-08-12,179.0,14.0
Purdue,2020-08-12,1127.0,6.0
Illinois,2020-08-12,32793.0,87.0
Maryland,2020-08-12,336.0,4.0
Rutgers,2020-08-12,13032.0,88.0
Northwestern,2020-08-12,,50.0
UW-Madison,2020-08-12,208.0,6.0
Purdue,2020-08-13,1241.0,8.0
Nebraska,2020-08-13,7.0,0.0
Illinois,2020-08-13,32793.0,87.0
Ohio State,2020-08-13,0.0,0.0
UW-Madison,2020-08-13,322.0,7.0
Maryland,2020-08-13,1147.0,6.0
Rutgers,2020-08-13,13032.0,88.0
Indiana,2020-08-13,179.0,14.0
Penn State,2020-08-13,321.0,0.0
Northwestern,2020-08-13,,50.0
Michigan,2020-08-13,7426.0,274.0
Michigan State,2020-08-13,440.0,44.0
Northwestern,2020-08-14,,55.0
Michigan,2020-08-14,7426.0,274.0
Penn State,2020-08-14,615.0,3.0
Rutgers,2020-08-14,13032.0,88.0
Purdue,2020-08-14,1446.0,9.0
Maryland,2020-08-14,1147.0,6.0
Indiana,2020-08-14,179.0,14.0
Nebraska,2020-08-14,45.0,0.0
Ohio State,2020-08-14,472.0,6.0
UW-Madison,2020-08-14,579.0,8.0
Illinois,2020-08-14,32793.0,87.0
Michigan State,2020-08-14,440.0,44.0
Maryland,2020-08-15,1147.0,6.0
Indiana,2020-08-15,179.0,14.0
Nebraska,2020-08-15,70.0,0.0
Penn State,2020-08-15,615.0,3.0
Illinois,2020-08-15,34429.0,93.0
Northwestern,2020-08-15,,55.0
Rutgers,2020-08-15,13032.0,88.0
Michigan,2020-08-15,7426.0,274.0
UW-Madison,2020-08-15,719.0,11.0
Ohio State,2020-08-15,1622.0,27.0
Purdue,2020-08-15,1580.0,13.0
Michigan State,2020-08-15,440.0,44.0
Michigan,2020-08-16,8301.0,287.0
Rutgers,2020-08-16,15748.0,93.0
Penn State,2020-08-16,615.0,3.0
Maryland,2020-08-16,1147.0,6.0
Illinois,2020-08-16,36882.0,100.0
Purdue,2020-08-16,1677.0,15.0
Nebraska,2020-08-16,181.0,1.0
Michigan State,2020-08-16,440.0,44.0
Indiana,2020-08-16,179.0,14.0
UW-Madison,2020-08-16,755.0,12.0
Northwestern,2020-08-16,,55.0
Ohio State,2020-08-16,2861.0,50.0
Indiana,2020-08-17,303.0,35.0
Northwestern,2020-08-17,,55.0
Illinois,2020-08-17,45946.0,124.0
Nebraska,2020-08-17,204.0,3.0
Michigan State,2020-08-17,574.0,54.0
Penn State,2020-08-17,615.0,3.0
Ohio State,2020-08-17,4221.0,65.0
UW-Madison,2020-08-17,756.0,12.0
Purdue,2020-08-17,1894.0,25.0
Rutgers,2020-08-17,15748.0,93.0
Michigan,2020-08-17,8301.0,287.0
Maryland,2020-08-17,1147.0,6.0
Michigan,2020-08-18,8301.0,287.0
Northwestern,2020-08-18,,55.0
Penn State,2020-08-18,615.0,3.0
Illinois,2020-08-18,52108.0,144.0
Indiana,2020-08-18,303.0,35.0
Rutgers,2020-08-18,15748.0,93.0
Michigan State,2020-08-18,574.0,54.0
Maryland,2020-08-18,1147.0,6.0
Ohio State,2020-08-18,5372.0,75.0
Purdue,2020-08-18,2121.0,25.0
UW-Madison,2020-08-18,1082.0,17.0
Nebraska,2020-08-18,234.0,4.0
Michigan,2020-08-19,8301.0,287.0
Northwestern,2020-08-19,,55.0
Nebraska,2020-08-19,312.0,6.0
Maryland,2020-08-19,1147.0,6.0
Penn State,2020-08-19,615.0,3.0
Michigan State,2020-08-19,574.0,54.0
Indiana,2020-08-19,303.0,35.0
Rutgers,2020-08-19,15748.0,93.0
UW-Madison,2020-08-19,1398.0,18.0
Purdue,2020-08-19,2516.0,29.0
Ohio State,2020-08-19,6814.0,81.0
Illinois,2020-08-19,58408.0,173.0
Penn State,2020-08-20,615.0,3.0
Maryland,2020-08-20,2557.0,8.0
Minnesota,2020-08-20,2408.0,
Nebraska,2020-08-20,408.0,12.0
Illinois,2020-08-20,69150.0,225.0
Michigan State,2020-08-20,574.0,54.0
Northwestern,2020-08-20,,55.0
Michigan,2020-08-20,8301.0,287.0
Ohio State,2020-08-20,8345.0,89.0
Indiana,2020-08-20,303.0,35.0
UW-Madison,2020-08-20,1719.0,18.0
Rutgers,2020-08-20,15748.0,93.0
Purdue,2020-08-20,2784.0,38.0
Purdue,2020-08-21,3157.0,52.0
Ohio State,2020-08-21,9789.0,99.0
Illinois,2020-08-21,80027.0,279.0
UW-Madison,2020-08-21,2032.0,21.0
Nebraska,2020-08-21,478.0,19.0
Maryland,2020-08-21,3409.0,8.0
Northwestern,2020-08-21,,59.0
Minnesota,2020-08-21,2590.0,0.0
Penn State,2020-08-21,4825.0,37.0
Indiana,2020-08-21,303.0,35.0
Rutgers,2020-08-21,15748.0,93.0
Michigan State,2020-08-21,574.0,54.0
Michigan,2020-08-21,8301.0,287.0
Nebraska,2020-08-22,518.0,26.0
Penn State,2020-08-22,4825.0,37.0
Rutgers,2020-08-22,15748.0,93.0
Ohio State,2020-08-22,11220.0,111.0
Maryland,2020-08-22,4173.0,9.0
Indiana,2020-08-22,303.0,35.0
Purdue,2020-08-22,3391.0,56.0
Michigan,2020-08-22,8301.0,287.0
Michigan State,2020-08-22,574.0,54.0
Illinois,2020-08-22,83353.0,322.0
Northwestern,2020-08-22,,59.0
UW-Madison,2020-08-22,2270.0,24.0
Minnesota,2020-08-22,2590.0,0.0
Ohio State,2020-08-23,11873.0,119.0
Nebraska,2020-08-23,529.0,32.0
Indiana,2020-08-23,303.0,35.0
UW-Madison,2020-08-23,2476.0,26.0
Michigan State,2020-08-23,574.0,54.0
Illinois,2020-08-23,87827.0,375.0
Maryland,2020-08-23,4692.0,10.0
Purdue,2020-08-23,3647.0,67.0
Michigan,2020-08-23,9852.0,326.0
Penn State,2020-08-23,4825.0,37.0
Northwestern,2020-08-23,,59.0
Minnesota,2020-08-23,2590.0,0.0
Rutgers,2020-08-23,18634.0,95.0
Minnesota,2020-08-24,2590.0,0.0
UW-Madison,2020-08-24,2476.0,26.0
Nebraska,2020-08-24,697.0,41.0
Ohio State,2020-08-24,15138.0,207.0
Michigan,2020-08-24,9852.0,326.0
Purdue,2020-08-24,4227.0,83.0
Rutgers,2020-08-24,18634.0,95.0
Illinois,2020-08-24,105483.0,454.0
Northwestern,2020-08-24,,59.0
Michigan State,2020-08-24,796.0,95.0
Indiana,2020-08-24,9328.0,428.0
Penn State,2020-08-24,4825.0,37.0
Iowa,2020-08-24,,111.0
Maryland,2020-08-24,4698.0,10.0
Ohio State,2020-08-25,18308.0,286.0
Purdue,2020-08-25,4468.0,90.0
UW-Madison,2020-08-25,2994.0,35.0
Illinois,2020-08-25,121333.0,543.0
Nebraska,2020-08-25,730.0,61.0
Michigan State,2020-08-25,796.0,95.0
Northwestern,2020-08-25,,59.0
Indiana,2020-08-25,9328.0,428.0
Penn State,2020-08-25,4825.0,37.0
Minnesota,2020-08-25,2590.0,0.0
Rutgers,2020-08-25,18634.0,95.0
Maryland,2020-08-25,4968.0,11.0
Iowa,2020-08-25,,618.0
Michigan,2020-08-25,9852.0,326.0
Illinois,2020-08-26,128145.0,597.0
Northwestern,2020-08-26,,59.0
Michigan State,2020-08-26,796.0,95.0
Michigan,2020-08-26,9852.0,326.0
Indiana,2020-08-26,9328.0,428.0
Penn State,2020-08-26,4825.0,37.0
Minnesota,2020-08-26,2590.0,0.0
Ohio State,2020-08-26,22549.0,417.0
Rutgers,2020-08-26,18634.0,95.0
Iowa,2020-08-26,,618.0
UW-Madison,2020-08-26,4562.0,55.0
Maryland,2020-08-26,6287.0,16.0
Nebraska,2020-08-26,859.0,93.0
Purdue,2020-08-26,5079.0,98.0
Maryland,2020-08-27,7143.0,19.0
Indiana,2020-08-27,9328.0,428.0
Illinois,2020-08-27,143268.0,657.0
Michigan,2020-08-27,9852.0,326.0
Minnesota,2020-08-27,2590.0,0.0
Penn State,2020-08-27,4825.0,37.0
Nebraska,2020-08-27,1038.0,132.0
Ohio State,2020-08-27,24802.0,533.0
UW-Madison,2020-08-27,5730.0,62.0
Rutgers,2020-08-27,18634.0,95.0
Michigan State,2020-08-27,796.0,95.0
Iowa,2020-08-27,,618.0
Northwestern,2020-08-27,,59.0
Purdue,2020-08-27,5257.0,107.0
Rutgers,2020-08-28,18634.0,95.0
Michigan,2020-08-28,9852.0,326.0
Penn State,2020-08-28,10118.0,399.0
Nebraska,2020-08-28,1161.0,165.0
UW-Madison,2020-08-28,6666.0,76.0
Minnesota,2020-08-28,2694.0,0.0
Indiana,2020-08-28,9328.0,428.0
Maryland,2020-08-28,7389.0,20.0
Iowa,2020-08-28,,618.0
Ohio State,2020-08-28,25080.0,562.0
Northwestern,2020-08-28,,73.0
Michigan State,2020-08-28,796.0,95.0
Illinois,2020-08-28,158298.0,722.0
Purdue,2020-08-28,5906.0,133.0
Ohio State,2020-08-29,25080.0,562.0
Penn State,2020-08-29,10118.0,399.0
Northwestern,2020-08-29,,73.0
UW-Madison,2020-08-29,7880.0,102.0
Illinois,2020-08-29,161193.0,772.0
Nebraska,2020-08-29,1335.0,194.0
Purdue,2020-08-29,6112.0,136.0
Michigan State,2020-08-29,796.0,95.0
Michigan,2020-08-29,9852.0,326.0
Rutgers,2020-08-29,18634.0,95.0
Indiana,2020-08-29,9328.0,428.0
Iowa,2020-08-29,,618.0
Maryland,2020-08-29,9155.0,24.0
Minnesota,2020-08-29,2694.0,0.0
Northwestern,2020-08-30,,73.0
Michigan State,2020-08-30,796.0,95.0
Michigan,2020-08-30,11604.0,365.0
Minnesota,2020-08-30,2694.0,0.0
Iowa,2020-08-30,,935.0
Rutgers,2020-08-30,22116.0,102.0
Purdue,2020-08-30,6361.0,140.0
Illinois,2020-08-30,164833.0,876.0
Ohio State,2020-08-30,25080.0,562.0
Indiana,2020-08-30,9328.0,428.0
UW-Madison,2020-08-30,8861.0,116.0
Maryland,2020-08-30,11662.0,24.0
Nebraska,2020-08-30,1523.0,223.0
Penn State,2020-08-30,10118.0,399.0
Michigan State,2020-08-31,1469.0,540.0
Michigan,2020-08-31,11604.0,365.0
Iowa,2020-08-31,,935.0
Indiana,2020-08-31,21195.0,1445.0
Penn State,2020-08-31,10118.0,399.0
Minnesota,2020-08-31,2694.0,0.0
